-0.313451,-0.295555,-0.288173,-0.315876,-0.298355,-0.255789,-0.278776,-0.350666,-0.330513,-0.339,-0.33624,-0.329549,-0.348418,-0.282014,-0.340129,-0.325686,-0.34981,-0.368546,-0.341152,-0.351912,-0.30459,0.292014,0.305711,0.326633,-3.471339,0.280647,0.224153,0.2267,-0.321062,-0.304491,-0.297291,-0.323901,-0.307418,-0.266821,-0.288958,-0.315956,-0.303107,-0.304803,-0.345294,-0.327885,-0.274623,-0.296818,0.272659,0.288705,0.311389,-3.501325,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.825963,-0.035654,-0.060093,-0.057459,-0.337118,-0.318456,-0.331906,-0.341569,-0.319068,-0.329732,-0.300121,-0.064016,-0.05276,-0.05073,-0.791697,-0.07129,-0.095431,-0.090428,-0.313874,-0.296012,-0.28861,-0.31626,-0.298763,-0.256258,-0.279239,-0.28134
-0.318083,-0.307121,-0.306099,-0.286305,-0.295183,-0.312573,-0.320431,-0.350666,-0.325567,-0.339,-0.307555,-0.300441,-0.330018,-0.340294,-0.347197,-0.34194,-0.348158,-0.338033,-0.334013,-0.356004,-0.373524,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,-0.325471,-0.315552,-0.314473,-0.295486,-0.302834,-0.320122,-0.329164,-0.318827,-0.314795,-0.323781,-0.312263,-0.320689,-0.341153,-0.354742,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.026103,0.016173,0.009836,-0.057459,-0.342828,-0.332855,-0.329429,-0.315532,-0.313112,-0.333489,-0.347189,-0.064016,-0.05276,-0.05073,-0.062166,-0.023865,-0.031961,-0.090428,-0.318497,-0.307559,-0.306511,-0.286728,-0.295594,-0.31297,-0.320842,-0.30502
-0.311135,-0.27011,-0.310083,-0.298481,-0.3047,-0.314067,-0.275801,-0.350666,-0.335459,-0.33065,-0.314726,-0.329549,-0.336151,-0.324957,-0.34543,-0.318462,-0.356414,-0.348712,-0.359716,-0.373733,-0.35698,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,-0.318858,-0.280156,-0.318291,-0.307187,-0.31353,-0.323003,-0.286086,-0.315956,-0.294342,-0.331915,-0.327508,-0.339879,-0.352624,-0.324622,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.026103,-0.035654,-0.060093,-0.057459,-0.334262,-0.292537,-0.334384,-0.319872,-0.328995,-0.342882,-0.318948,-0.064016,-0.05276,-0.05073,-0.062166,-0.07129,-0.095431,-0.090428,-0.311563,-0.27061,-0.310489,-0.298888,-0.305099,-0.314462,-0.276267,-0.201321
1.379569,1.335237,1.211656,2.387279,1.168855,1.881072,1.394877,1.523603,1.346047,1.351861,3.61869,1.659472,2.411667,1.760835,2.63026,2.424869,1.932143,3.747736,2.233466,3.166661,2.648532,0.244731,0.284904,0.299391,0.289944,0.233736,0.217264,0.222314,1.545855,1.489601,1.453372,2.482442,1.338191,1.963194,1.429833,2.127448,1.999353,1.633674,2.93494,2.027748,2.570127,2.19854,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,0.160057,0.041441,0.096043,0.04316,0.042987,-0.016984,-0.021652,1.855819,1.760818,1.65767,3.136527,1.590947,2.431788,1.778377,0.157895,0.041151,0.126997,0.014109,0.068885,-0.034619,-0.045367,1.396614,1.3413,1.221013,2.391945,1.18399,1.880893,1.393786,1.615443
-0.239338,-0.223847,-0.21846,-0.187155,-0.188909,-0.224408,-0.19249,-0.177969,-0.182145,-0.167826,-0.09959,-0.103156,-0.170546,-0.12558,-0.276515,-0.267893,-0.26725,-0.243441,-0.244051,-0.282359,-0.250822,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,-0.25053,-0.235913,-0.230472,-0.200215,-0.201989,-0.236569,-0.205675,-0.267145,-0.256357,-0.261424,-0.246201,-0.248725,-0.281505,-0.255113,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.026103,-0.035654,-0.060093,-0.057459,-0.245745,-0.237819,-0.225366,-0.189687,-0.188028,-0.230167,-0.192808,-0.064016,-0.05276,-0.05073,-0.062166,-0.07129,-0.095431,-0.090428,-0.239907,-0.224423,-0.218997,-0.187711,-0.189457,-0.224917,-0.193062,-0.24868
0.351251,0.990573,0.448795,2.067214,1.847736,1.682329,1.76085,1.005512,2.013704,1.055438,3.61869,3.224815,2.604873,2.981636,1.35976,2.789684,1.577136,1.63467,1.509488,1.336457,1.65175,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,0.31153,0.925491,0.409083,1.965968,1.759907,1.601609,1.679683,1.027773,2.268168,1.199889,1.334206,1.197759,1.111046,1.297245,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.026103,-0.035654,-0.060093,-0.057459,0.45668,1.167563,0.577402,2.405324,2.129008,1.821248,2.053251,-0.064016,-0.05276,-0.05073,-0.062166,-0.07129,-0.095431,-0.090428,0.349518,0.987973,0.447306,2.063625,1.844575,1.679416,1.75781,1.980429
-0.287975,-0.28399,-0.244353,-0.275868,-0.296769,-0.305101,-0.311505,-0.310032,-0.325567,-0.28055,-0.286042,-0.30691,-0.314684,-0.328024,-0.334828,-0.336522,-0.318437,-0.333456,-0.351148,-0.361459,-0.372145,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,-0.296817,-0.29343,-0.251472,-0.277101,-0.301307,-0.307157,-0.320548,-0.307342,-0.306029,-0.288536,-0.312263,-0.332683,-0.343448,-0.354742,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,0.030635,0.008673,0.130933,0.036059,-0.057459,-0.314274,-0.315576,-0.279875,-0.293835,-0.315097,-0.324096,-0.337775,-0.064016,-0.05276,-0.009649,0.096427,0.081147,0.122746,-0.090428,-0.288448,-0.284466,-0.244853,-0.276305,-0.297179,-0.305508,-0.311927,-0.293588
-0.241654,-0.300182,-0.288173,-0.289784,-0.285666,-0.31855,-0.204391,-0.335428,-0.330513,-0.326475,-0.321898,-0.323081,-0.345351,-0.334159,-0.333061,-0.343746,-0.344856,-0.354815,-0.35686,-0.379188,-0.365252,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,-0.252734,-0.308915,-0.297291,-0.298829,-0.295195,-0.327325,-0.217162,-0.272888,-0.314795,-0.318359,-0.327508,-0.327885,-0.357213,-0.266698,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.026103,-0.035654,-0.060093,-0.057459,-0.314274,-0.327095,-0.314563,-0.322042,-0.325025,-0.348518,-0.332127,-0.064016,-0.05276,-0.05073,-0.062166,-0.07129,-0.095431,-0.090428,-0.242219,-0.300631,-0.28861,-0.290203,-0.28609,-0.31894,-0.204948,-0.183358
-0.322715,-0.311748,-0.310083,-0.310658,-0.317389,-0.305101,-0.321919,-0.355746,-0.335459,-0.33065,-0.329069,-0.332783,-0.30855,-0.343361,-0.356032,-0.35097,-0.358066,-0.363969,-0.37114,-0.362823,-0.380417,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,-0.329879,-0.319976,-0.318291,-0.318887,-0.325754,-0.31436,-0.3306,-0.327441,-0.320639,-0.331915,-0.342753,-0.349475,-0.345742,-0.361693,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.026103,-0.035654,-0.060093,-0.057459,-0.348539,-0.338615,-0.334384,-0.33506,-0.342894,-0.329732,-0.349071,-0.064016,-0.05276,-0.05073,-0.062166,-0.07129,-0.095431,-0.090428,-0.32312,-0.312178,-0.310489,-0.311048,-0.317772,-0.305508,-0.322327,-0.30502
-0.239338,-0.221534,-0.232402,-0.150625,-0.228563,-0.258777,-0.247534,-0.228763,-0.216764,-0.23045,-0.142617,-0.232524,-0.247215,-0.266677,-0.287118,-0.291372,-0.296971,-0.255646,-0.308309,-0.317818,-0.322513,0.292014,0.305711,0.326633,0.302045,0.280647,0.224153,0.2267,-0.25053,-0.2337,-0.243836,-0.165114,-0.240188,-0.269702,-0.258804,-0.27863,-0.270966,-0.285825,-0.238578,-0.289504,-0.311329,-0.306086,0.272659,0.288705,0.311389,0.285606,0.262859,0.20177,0.202455,-0.03347,-0.023947,-0.014107,-0.026103,-0.035654,-0.060093,-0.057459,-0.245745,-0.240699,-0.240232,-0.178839,-0.255533,-0.269617,-0.275646,-0.064016,-0.05276,-0.05073,-0.062166,-0.07129,-0.095431,-0.090428,-0.239907,-0.222114,-0.232919,-0.151231,-0.229061,-0.259243,-0.248037,-0.234799
